,timestamp,predicted_label
725,1536664845092,Non-Liegen
726,1536664855092,Non-Liegen
727,1536664865092,Non-Liegen
728,1536664875092,Non-Liegen
729,1536664885092,Non-Liegen
730,1536664895092,Non-Liegen
731,1536664905092,Non-Liegen
732,1536664915092,Non-Liegen
733,1536664925092,Non-Liegen
734,1536664935092,Non-Liegen
735,1536664945092,Non-Liegen
736,1536664955092,Non-Liegen
737,1536664965092,Non-Liegen
738,1536664975092,Non-Liegen
739,1536664985092,Non-Liegen
740,1536664995092,Non-Liegen
741,1536665005092,Non-Liegen
742,1536665015092,Non-Liegen
743,1536665025092,Non-Liegen
744,1536665035092,Non-Liegen
745,1536665045092,Non-Liegen
746,1536665055092,Non-Liegen
747,1536665065092,Non-Liegen
748,1536665075092,Non-Liegen
749,1536665085092,Non-Liegen
750,1536665095092,Non-Liegen
751,1536665105092,Non-Liegen
752,1536665115092,Non-Liegen
753,1536665125092,Non-Liegen
754,1536665135092,Non-Liegen
755,1536665145092,Non-Liegen
756,1536665155092,Non-Liegen
757,1536665165092,Non-Liegen
758,1536665175092,Liegen
759,1536665185092,Liegen
760,1536665195092,Liegen
761,1536665205092,Liegen
762,1536665215092,Non-Liegen
763,1536665225092,Non-Liegen
764,1536665235092,Non-Liegen
765,1536665245092,Non-Liegen
766,1536665255092,Non-Liegen
767,1536665265092,Non-Liegen
768,1536665275092,Non-Liegen
769,1536665285092,Non-Liegen
770,1536665295092,Non-Liegen
771,1536665305092,Non-Liegen
772,1536665315092,Non-Liegen
773,1536665325092,Liegen
774,1536665335092,Non-Liegen
775,1536665345092,Non-Liegen
776,1536665355092,Liegen
777,1536665365092,Non-Liegen
778,1536665375092,Liegen
779,1536665385092,Liegen
780,1536665395092,Liegen
781,1536665405092,Liegen
782,1536665415092,Liegen
783,1536665425092,Liegen
784,1536665435092,Liegen
785,1536665445092,Liegen
786,1536665455092,Liegen
787,1536665465092,Liegen
788,1536665475092,Liegen
789,1536665485092,Liegen
790,1536665495092,Liegen
791,1536665505092,Liegen
792,1536665515092,Non-Liegen
793,1536665525092,Liegen
794,1536665535092,Liegen
795,1536665545092,Liegen
796,1536665555092,Liegen
797,1536665565092,Non-Liegen
798,1536665575092,Liegen
799,1536665585092,Liegen
800,1536665595092,Liegen
801,1536665605092,Liegen
802,1536665615092,Liegen
803,1536665625092,Liegen
804,1536665635092,Liegen
805,1536665645092,Liegen
806,1536665655092,Liegen
807,1536665665092,Liegen
808,1536665675092,Liegen
809,1536665685092,Liegen
810,1536665695092,Liegen
811,1536665705092,Liegen
812,1536665715092,Liegen
813,1536665725092,Liegen
814,1536665735092,Liegen
815,1536665745092,Liegen
816,1536665755092,Liegen
817,1536665765092,Liegen
818,1536665775092,Liegen
819,1536665785092,Liegen
820,1536665795092,Liegen
821,1536665805092,Liegen
822,1536665815092,Liegen
823,1536665825092,Liegen
824,1536665835092,Liegen
825,1536665845092,Liegen
826,1536665855092,Liegen
827,1536665865092,Liegen
828,1536665875092,Liegen
829,1536665885092,Liegen
830,1536665895092,Liegen
831,1536665905092,Liegen
832,1536665915092,Liegen
833,1536665925092,Liegen
834,1536665935092,Non-Liegen
835,1536665945092,Liegen
836,1536665955092,Liegen
837,1536665965092,Liegen
838,1536665975092,Liegen
839,1536665985092,Liegen
840,1536665995092,Liegen
841,1536666005092,Liegen
842,1536666015092,Liegen
843,1536666025092,Liegen
844,1536666035092,Liegen
845,1536666045092,Liegen
846,1536666055092,Liegen
847,1536666065092,Liegen
848,1536666075092,Liegen
849,1536666085092,Liegen
850,1536666095092,Liegen
851,1536666105092,Liegen
852,1536666115092,Liegen
853,1536666125092,Liegen
854,1536666135092,Liegen
855,1536666145092,Liegen
856,1536666155092,Liegen
857,1536666165092,Liegen
858,1536666175092,Liegen
859,1536666185092,Liegen
860,1536666195092,Liegen
861,1536666205092,Liegen
862,1536666215092,Liegen
863,1536666225092,Liegen
864,1536666235092,Liegen
865,1536666245092,Liegen
866,1536666255092,Liegen
867,1536666265092,Liegen
868,1536666275092,Liegen
869,1536666285092,Liegen
870,1536666295092,Liegen
871,1536666305092,Liegen
872,1536666315092,Liegen
873,1536666325092,Liegen
874,1536666335092,Liegen
875,1536666345092,Liegen
876,1536666355092,Liegen
877,1536666365092,Liegen
878,1536666375092,Liegen
879,1536666385092,Liegen
880,1536666395092,Liegen
881,1536666405092,Liegen
882,1536666415092,Liegen
883,1536666425092,Liegen
884,1536666435092,Liegen
885,1536666445092,Liegen
886,1536666455092,Liegen
887,1536666465092,Liegen
888,1536666475092,Liegen
889,1536666485092,Non-Liegen
890,1536666495092,Non-Liegen
891,1536666505092,Non-Liegen
892,1536666515092,Non-Liegen
893,1536666525092,Liegen
894,1536666535092,Liegen
895,1536666545092,Liegen
896,1536666555092,Liegen
897,1536666565092,Liegen
898,1536666575092,Liegen
899,1536666585092,Liegen
900,1536666595092,Liegen
901,1536666605092,Liegen
902,1536666615092,Liegen
903,1536666625092,Liegen
904,1536666635092,Liegen
905,1536666645092,Liegen
906,1536666655092,Liegen
907,1536666665092,Liegen
908,1536666675092,Liegen
909,1536666685092,Liegen
910,1536666695092,Liegen
911,1536666705092,Liegen
912,1536666715092,Liegen
913,1536666725092,Liegen
914,1536666735092,Non-Liegen
915,1536666745092,Non-Liegen
916,1536666755092,Liegen
917,1536666765092,Liegen
918,1536666775092,Non-Liegen
919,1536666785092,Non-Liegen
920,1536666795092,Non-Liegen
921,1536666805092,Non-Liegen
922,1536666815092,Non-Liegen
923,1536666825092,Non-Liegen
924,1536666835092,Non-Liegen
925,1536666845092,Non-Liegen
926,1536666855092,Non-Liegen
927,1536666865092,Non-Liegen
928,1536666875092,Non-Liegen
929,1536666885092,Non-Liegen
930,1536666895092,Non-Liegen
931,1536666905092,Non-Liegen
932,1536666915092,Non-Liegen
933,1536666925092,Non-Liegen
934,1536666935092,Liegen
935,1536666945092,Non-Liegen
936,1536666955092,Non-Liegen
937,1536666965092,Non-Liegen
938,1536666975092,Non-Liegen
939,1536666985092,Non-Liegen
940,1536666995092,Non-Liegen
941,1536667005092,Non-Liegen
942,1536667015092,Non-Liegen
943,1536667025092,Non-Liegen
944,1536667035092,Non-Liegen
945,1536667045092,Non-Liegen
946,1536667055092,Liegen
947,1536667065092,Non-Liegen
948,1536667075092,Liegen
949,1536667085092,Non-Liegen
950,1536667095092,Non-Liegen
951,1536667105092,Non-Liegen
952,1536667115092,Non-Liegen
953,1536667125092,Non-Liegen
954,1536667135092,Non-Liegen
955,1536667145092,Non-Liegen
956,1536667155092,Non-Liegen
957,1536667165092,Non-Liegen
958,1536667175092,Non-Liegen
959,1536667185092,Non-Liegen
960,1536667195092,Non-Liegen
961,1536667205092,Non-Liegen
962,1536667215092,Non-Liegen
963,1536667225092,Non-Liegen
964,1536667235092,Non-Liegen
965,1536667245092,Non-Liegen
966,1536667255092,Non-Liegen
967,1536667265092,Non-Liegen
968,1536667275092,Non-Liegen
969,1536667285092,Non-Liegen
970,1536667295092,Non-Liegen
971,1536667305092,Non-Liegen
972,1536667315092,Non-Liegen
973,1536667325092,Non-Liegen
974,1536667335092,Non-Liegen
975,1536667345092,Non-Liegen
976,1536667355092,Non-Liegen
977,1536667365092,Non-Liegen
978,1536667375092,Non-Liegen
979,1536667385092,Non-Liegen
980,1536667395092,Non-Liegen
981,1536667405092,Non-Liegen
982,1536667415092,Non-Liegen
983,1536667425092,Non-Liegen
984,1536667435092,Non-Liegen
985,1536667445092,Non-Liegen
986,1536667455092,Non-Liegen
987,1536667465092,Non-Liegen
988,1536667475092,Non-Liegen
989,1536667485092,Non-Liegen
990,1536667495092,Non-Liegen
991,1536667505092,Non-Liegen
992,1536667515092,Non-Liegen
993,1536667525092,Non-Liegen
994,1536667535092,Non-Liegen
995,1536667545092,Non-Liegen
996,1536667555092,Non-Liegen
997,1536667565092,Non-Liegen
998,1536667575092,Non-Liegen
999,1536667585092,Non-Liegen
1000,1536667595092,Non-Liegen
1001,1536667605092,Non-Liegen
1002,1536667615092,Non-Liegen
1003,1536667625092,Non-Liegen
1004,1536667635092,Non-Liegen
1005,1536667645092,Non-Liegen
1006,1536667655092,Non-Liegen
1007,1536667665092,Non-Liegen
1008,1536667675092,Non-Liegen
1009,1536667685092,Non-Liegen
1010,1536667695092,Non-Liegen
1011,1536667705092,Non-Liegen
1012,1536667715092,Non-Liegen
1013,1536667725092,Non-Liegen
1014,1536667735092,Non-Liegen
1015,1536667745092,Non-Liegen
1016,1536667755092,Non-Liegen
1017,1536667765092,Non-Liegen
1018,1536667775092,Non-Liegen
1019,1536667785092,Non-Liegen
1020,1536667795092,Non-Liegen
1021,1536667805092,Non-Liegen
1022,1536667815092,Non-Liegen
1023,1536667825092,Non-Liegen
1024,1536667835092,Non-Liegen
1025,1536667845092,Non-Liegen
1026,1536667855092,Non-Liegen
1027,1536667865092,Non-Liegen
1028,1536667875092,Non-Liegen
1029,1536667885092,Non-Liegen
1030,1536667895092,Non-Liegen
1031,1536667905092,Non-Liegen
1032,1536667915092,Non-Liegen
1033,1536667925092,Non-Liegen
1034,1536667935092,Non-Liegen
1035,1536667945092,Non-Liegen
1036,1536667955092,Non-Liegen
1037,1536667965092,Non-Liegen
1038,1536667975092,Non-Liegen
1039,1536667985092,Non-Liegen
1040,1536667995092,Non-Liegen
1041,1536668005092,Non-Liegen
1042,1536668015092,Non-Liegen
1043,1536668025092,Non-Liegen
1044,1536668035092,Non-Liegen
1045,1536668045092,Non-Liegen
1046,1536668055092,Non-Liegen
1047,1536668065092,Non-Liegen
1048,1536668075092,Non-Liegen
1049,1536668085092,Non-Liegen
1050,1536668095092,Non-Liegen
1051,1536668105092,Non-Liegen
1052,1536668115092,Non-Liegen
1053,1536668125092,Non-Liegen
1054,1536668135092,Non-Liegen
1055,1536668145092,Non-Liegen
1056,1536668155092,Non-Liegen
1057,1536668165092,Non-Liegen
1058,1536668175092,Non-Liegen
1059,1536668185092,Non-Liegen
1060,1536668195092,Non-Liegen
1061,1536668205092,Non-Liegen
1062,1536668215092,Liegen
1063,1536668225092,Liegen
1064,1536668235092,Liegen
1065,1536668245092,Liegen
1066,1536668255092,Liegen
1067,1536668265092,Liegen
1068,1536668275092,Liegen
1069,1536668285092,Non-Liegen
1070,1536668295092,Non-Liegen
1071,1536668305092,Non-Liegen
1072,1536668315092,Liegen
1073,1536668325092,Non-Liegen
1074,1536668335092,Non-Liegen
1075,1536668345092,Non-Liegen
1076,1536668355092,Non-Liegen
1077,1536668365092,Non-Liegen
1078,1536668375092,Non-Liegen
1079,1536668385092,Non-Liegen
1080,1536668395092,Non-Liegen
1081,1536668405092,Non-Liegen
1082,1536668415092,Non-Liegen
1083,1536668425092,Non-Liegen
1084,1536668435092,Non-Liegen
1085,1536668445092,Non-Liegen
1086,1536668455092,Non-Liegen
1087,1536668533031,Non-Liegen
1088,1536668543031,Non-Liegen
1089,1536668553031,Non-Liegen
1090,1536668563031,Non-Liegen
1091,1536668573031,Non-Liegen
1092,1536668583031,Non-Liegen
1093,1536668593031,Non-Liegen
1094,1536668603031,Non-Liegen
1095,1536668613031,Non-Liegen
1096,1536668623031,Non-Liegen
1097,1536668633031,Non-Liegen
1098,1536668643031,Non-Liegen
1099,1536668653031,Non-Liegen
1100,1536668663031,Non-Liegen
1101,1536668673031,Non-Liegen
1102,1536668683031,Non-Liegen
1103,1536668693031,Non-Liegen
1104,1536668703031,Non-Liegen
1105,1536668713031,Non-Liegen
1106,1536668723031,Non-Liegen
1107,1536668733031,Non-Liegen
1108,1536668743031,Non-Liegen
1109,1536668753031,Non-Liegen
1110,1536668763031,Non-Liegen
1111,1536668773031,Non-Liegen
1112,1536668783031,Non-Liegen
1113,1536668793031,Non-Liegen
1114,1536668803031,Non-Liegen
1115,1536668813031,Non-Liegen
1116,1536668823031,Non-Liegen
1117,1536668833031,Non-Liegen
1118,1536668843031,Non-Liegen
1119,1536668853031,Non-Liegen
1120,1536668863031,Non-Liegen
1121,1536668873031,Non-Liegen
1122,1536668883031,Non-Liegen
1123,1536668893031,Non-Liegen
1124,1536668903031,Non-Liegen
1125,1536668913031,Non-Liegen
1126,1536668923031,Non-Liegen
1127,1536668933031,Non-Liegen
1128,1536668943031,Non-Liegen
1129,1536668953031,Non-Liegen
1130,1536668963031,Non-Liegen
1131,1536668973031,Non-Liegen
1132,1536668983031,Non-Liegen
1133,1536668993031,Non-Liegen
1134,1536669003031,Non-Liegen
1135,1536669013031,Non-Liegen
1136,1536669023031,Non-Liegen
1137,1536669033031,Non-Liegen
1138,1536669043031,Non-Liegen
1139,1536669053031,Non-Liegen
1140,1536669063031,Non-Liegen
1141,1536669073031,Non-Liegen
1142,1536669083031,Non-Liegen
1143,1536669093031,Non-Liegen
1144,1536669103031,Non-Liegen
1145,1536669113031,Non-Liegen
1146,1536669123031,Non-Liegen
1147,1536669133031,Non-Liegen
1148,1536669143031,Non-Liegen
1149,1536669153031,Non-Liegen
1150,1536669163031,Non-Liegen
1151,1536669173031,Non-Liegen
1152,1536669183031,Non-Liegen
1153,1536669193031,Non-Liegen
1154,1536669203031,Non-Liegen
1155,1536669213031,Non-Liegen
1156,1536669223031,Non-Liegen
1157,1536669233031,Non-Liegen
1158,1536669243031,Non-Liegen
1159,1536669253031,Non-Liegen
1160,1536669263031,Non-Liegen
1161,1536669273031,Non-Liegen
1162,1536669283031,Non-Liegen
1163,1536669293031,Non-Liegen
1164,1536669303031,Non-Liegen
1165,1536669313031,Non-Liegen
1166,1536669323031,Non-Liegen
1167,1536669333031,Non-Liegen
1168,1536669343031,Non-Liegen
1169,1536669353031,Non-Liegen
1170,1536669363031,Non-Liegen
1171,1536669373031,Non-Liegen
1172,1536669383031,Non-Liegen
1173,1536669411000,Non-Liegen
1174,1536669421000,Non-Liegen
1175,1536669431000,Non-Liegen
1176,1536669441000,Non-Liegen
1177,1536669451000,Non-Liegen
1178,1536669461000,Non-Liegen
1179,1536669471000,Non-Liegen
1180,1536669721094,Non-Liegen
1181,1536669731094,Non-Liegen
1182,1536669741094,Non-Liegen
1183,1536669751094,Non-Liegen
1184,1536669761094,Non-Liegen
1185,1536669771094,Non-Liegen
1186,1536669781094,Non-Liegen
1187,1536669791094,Non-Liegen
1188,1536669801094,Non-Liegen
1189,1536669811094,Non-Liegen
1190,1536669821094,Non-Liegen
1191,1536669831094,Non-Liegen
1192,1536669841094,Non-Liegen
1193,1536669851094,Non-Liegen
1194,1536669861094,Non-Liegen
1195,1536669871094,Non-Liegen
1196,1536669881094,Non-Liegen
1197,1536669891094,Non-Liegen
1198,1536669901094,Non-Liegen
1199,1536669911094,Non-Liegen
1200,1536669921094,Non-Liegen
1201,1536669931094,Non-Liegen
1202,1536669941094,Non-Liegen
1203,1536669951094,Non-Liegen
1204,1536669961094,Non-Liegen
1205,1536669971094,Non-Liegen
1206,1536669981094,Non-Liegen
1207,1536669991094,Non-Liegen
1208,1536670001094,Non-Liegen
1209,1536670011094,Non-Liegen
1210,1536670021094,Non-Liegen
1211,1536670031094,Non-Liegen
1212,1536670041094,Non-Liegen
1213,1536670051094,Non-Liegen
1214,1536670061094,Non-Liegen
1215,1536670071094,Non-Liegen
1216,1536670081094,Non-Liegen
1217,1536670091094,Non-Liegen
1218,1536670101094,Non-Liegen
1219,1536670111094,Non-Liegen
1220,1536670121094,Non-Liegen
1221,1536670131094,Non-Liegen
1222,1536670141094,Non-Liegen
1223,1536670151094,Non-Liegen
1224,1536670161094,Non-Liegen
1225,1536670171094,Non-Liegen
1226,1536670181094,Non-Liegen
1227,1536670191094,Non-Liegen
1228,1536670201094,Non-Liegen
1229,1536670211094,Non-Liegen
1230,1536670221094,Non-Liegen
1231,1536670231094,Non-Liegen
1232,1536670241094,Non-Liegen
1233,1536670251094,Non-Liegen
1234,1536670261094,Non-Liegen
1235,1536670271094,Non-Liegen
1236,1536670281094,Non-Liegen
1237,1536670291094,Non-Liegen
1238,1536670301094,Non-Liegen
1239,1536670311094,Non-Liegen
1240,1536670321094,Non-Liegen
1241,1536670331094,Non-Liegen
1242,1536670341094,Non-Liegen
1243,1536670351094,Non-Liegen
1244,1536670361094,Non-Liegen
1245,1536670371094,Non-Liegen
1246,1536670381094,Non-Liegen
1247,1536670391094,Non-Liegen
1248,1536670401094,Non-Liegen
1249,1536670411094,Non-Liegen
1250,1536670421094,Non-Liegen
1251,1536670431094,Non-Liegen
1252,1536670441094,Non-Liegen
1253,1536670451094,Non-Liegen
1254,1536670461094,Non-Liegen
1255,1536670471094,Non-Liegen
1256,1536670481094,Non-Liegen
1257,1536670491094,Non-Liegen
1258,1536670501094,Non-Liegen
1259,1536670511094,Non-Liegen
1260,1536670521094,Non-Liegen
1261,1536670531094,Non-Liegen
1262,1536670541094,Non-Liegen
1263,1536670551094,Non-Liegen
1264,1536670561094,Non-Liegen
1265,1536670571094,Non-Liegen
1266,1536670581094,Non-Liegen
1267,1536670591094,Non-Liegen
1268,1536670601094,Non-Liegen
1269,1536670611094,Non-Liegen
1270,1536670621094,Non-Liegen
1271,1536670631094,Non-Liegen
1272,1536670641094,Non-Liegen
1273,1536670651094,Non-Liegen
1274,1536670661094,Non-Liegen
1275,1536670671094,Non-Liegen
1276,1536670681094,Non-Liegen
1277,1536670691094,Non-Liegen
1278,1536670701094,Non-Liegen
1279,1536670711094,Non-Liegen
1280,1536670721094,Non-Liegen
1281,1536670731094,Non-Liegen
1282,1536670741094,Non-Liegen
1283,1536670751094,Non-Liegen
1284,1536670761094,Non-Liegen
1285,1536670771094,Non-Liegen
1286,1536670781094,Non-Liegen
1287,1536670791094,Non-Liegen
1288,1536670801094,Non-Liegen
1289,1536670811094,Non-Liegen
1290,1536670821094,Non-Liegen
1291,1536670831094,Non-Liegen
1292,1536670841094,Non-Liegen
1293,1536670851094,Non-Liegen
1294,1536670999049,Liegen
1295,1536671009049,Liegen
1296,1536671019049,Non-Liegen
1297,1536671029049,Non-Liegen
1298,1536671039049,Non-Liegen
1299,1536671049049,Non-Liegen
1300,1536671059049,Non-Liegen
1301,1536671069049,Non-Liegen
1302,1536671079049,Non-Liegen
1303,1536671089049,Non-Liegen
1304,1536671099049,Non-Liegen
1305,1536671109049,Non-Liegen
1306,1536671119049,Non-Liegen
1307,1536671129049,Non-Liegen
1308,1536671139049,Non-Liegen
1309,1536671149049,Non-Liegen
1310,1536671159049,Non-Liegen
1311,1536671169049,Non-Liegen
1312,1536671179049,Non-Liegen
1313,1536671189049,Non-Liegen
1314,1536671199049,Non-Liegen
1315,1536671209049,Non-Liegen
1316,1536671219049,Non-Liegen
1317,1536671229049,Non-Liegen
1318,1536671239049,Non-Liegen
1319,1536671249049,Non-Liegen
1320,1536671259049,Non-Liegen
1321,1536671269049,Non-Liegen
1322,1536671279049,Non-Liegen
1323,1536671289049,Non-Liegen
1324,1536671299049,Non-Liegen
1325,1536671309049,Non-Liegen
1326,1536671319049,Non-Liegen
1327,1536671329049,Non-Liegen
1328,1536671339049,Non-Liegen
1329,1536671349049,Non-Liegen
1330,1536671359049,Non-Liegen
1331,1536671369049,Non-Liegen
1332,1536671379049,Non-Liegen
1333,1536671389049,Non-Liegen
1334,1536671399049,Non-Liegen
1335,1536671409049,Non-Liegen
1336,1536671419049,Non-Liegen
1337,1536671429049,Non-Liegen
1338,1536671439049,Non-Liegen
1339,1536671449049,Non-Liegen
1340,1536671459049,Non-Liegen
1341,1536671469049,Non-Liegen
1342,1536671479049,Non-Liegen
1343,1536671489049,Non-Liegen
1344,1536671499049,Non-Liegen
1345,1536671509049,Non-Liegen
1346,1536671519049,Non-Liegen
1347,1536671529049,Non-Liegen
1348,1536671539049,Non-Liegen
1349,1536671549049,Non-Liegen
1350,1536671559049,Non-Liegen
1351,1536671569049,Non-Liegen
1352,1536671579049,Non-Liegen
1353,1536671589049,Non-Liegen
1354,1536671599049,Non-Liegen
1355,1536671609049,Non-Liegen
1356,1536671619049,Non-Liegen
1357,1536671629049,Non-Liegen
1358,1536671639049,Non-Liegen
1359,1536671649049,Non-Liegen
1360,1536671659049,Non-Liegen
1361,1536671669049,Non-Liegen
1362,1536671679049,Non-Liegen
1363,1536671689049,Non-Liegen
1364,1536671699049,Non-Liegen
1365,1536671709049,Non-Liegen
1366,1536671719049,Non-Liegen
1367,1536671729049,Non-Liegen
1368,1536671739049,Liegen
1369,1536671749049,Non-Liegen
1370,1536671759049,Non-Liegen
1371,1536671769049,Non-Liegen
1372,1536671779049,Non-Liegen
1373,1536671789049,Non-Liegen
1374,1536671799049,Liegen
1375,1536671809049,Liegen
1376,1536671819049,Non-Liegen
1377,1536671829049,Non-Liegen
1378,1536671839049,Liegen
1379,1536671849049,Non-Liegen
1380,1536671859049,Liegen
1381,1536671869049,Liegen
1382,1536671879049,Non-Liegen
1383,1536671889049,Liegen
1384,1536671899049,Liegen
1385,1536671909049,Non-Liegen
1386,1536671919049,Non-Liegen
1387,1536671929049,Non-Liegen
1388,1536671939049,Liegen
1389,1536671949049,Non-Liegen
1390,1536671959049,Liegen
1391,1536671969049,Liegen
1392,1536671979049,Liegen
1393,1536671989049,Liegen
1394,1536671999049,Liegen
1395,1536672009049,Liegen
1396,1536672019049,Liegen
1397,1536672029049,Liegen
1398,1536672039049,Liegen
1399,1536672049049,Liegen
1400,1536672059049,Liegen
1401,1536672069049,Liegen
1402,1536672079049,Liegen
1403,1536672089049,Liegen
1404,1536672099049,Liegen
1405,1536672109049,Non-Liegen
1406,1536672119049,Non-Liegen
1407,1536672129049,Liegen
1408,1536672139049,Liegen
1409,1536672149049,Liegen
1410,1536672159049,Liegen
1411,1536672169049,Liegen
1412,1536672179049,Liegen
1413,1536672189049,Liegen
1414,1536672199049,Liegen
1415,1536672209049,Non-Liegen
1416,1536672219049,Liegen
1417,1536672229049,Liegen
1418,1536672239049,Liegen
1419,1536672249049,Liegen
1420,1536672321053,Non-Liegen
1421,1536672331053,Non-Liegen
1422,1536672341053,Non-Liegen
1423,1536672351053,Non-Liegen
1424,1536672361053,Non-Liegen
1425,1536672371053,Non-Liegen
1426,1536672381053,Non-Liegen
1427,1536672391053,Non-Liegen
1428,1536672401053,Non-Liegen
1429,1536672411053,Non-Liegen
1430,1536672421053,Non-Liegen
1431,1536672431053,Non-Liegen
1432,1536672441053,Non-Liegen
1433,1536672451053,Non-Liegen
1434,1536672461053,Non-Liegen
1435,1536672471053,Non-Liegen
1436,1536672481053,Non-Liegen
1437,1536672491053,Non-Liegen
1438,1536672501053,Non-Liegen
1439,1536672511053,Non-Liegen
1440,1536672521053,Non-Liegen
1441,1536672531053,Non-Liegen
1442,1536672541053,Non-Liegen
1443,1536672551053,Non-Liegen
1444,1536672561053,Non-Liegen
1445,1536672571053,Non-Liegen
1446,1536672581053,Non-Liegen
1447,1536672591053,Non-Liegen
